timestamp,position.x,position.y,position.z,velocity.x,velocity.y,velocity.z,attitude.x,attitude.y,attitude.z,motor_speed.0,motor_speed.1,motor_speed.2,motor_speed.3
3289999999,0.6778814276702143,-19.997778648324246,-2.0041095862369533,2.759452901391985,-0.02465438425604888,0.008791234122519802,-0.009057816291196738,-0.08121428471272492,0.0025712385066724228,1136.404973013168,1133.6344519022934,1124.8630669420952,1139.3327303453898
3299999999,0.7066201115382305,-19.998043520473757,-2.004005179444559,2.7610383622896437,-0.025071195586725617,0.011967118311124202,-0.008502095113335549,-0.08160122055347359,0.002526561483991954,1136.1353975705492,1135.228031407157,1126.517814627788,1137.528031145225
3309999999,0.732507784476052,-19.998280636171582,-2.003889809263559,2.7633386520665906,-0.026172137590662073,0.010841312346321123,-0.007918571286804987,-0.08187641300771052,0.0024802945532138333,1137.6141282862034,1137.2166210549458,1127.8855336030717,1133.943174643718
3319999999,0.761289614907986,-19.99855673837846,-2.0038082336789422,2.764196126717254,-0.025699623644089165,0.005224221648100042,-0.007302193270357023,-0.08211861724543609,0.0025282175327902457,1138.4621311402805,1138.8988049220084,1126.802117404727,1133.786050776679
3329999999,0.7872133787599713,-19.998809974137085,-2.0037527717403694,2.766087503063492,-0.02662487833534703,0.006986018720661142,-0.006688025522455945,-0.08214972848614553,0.002574532096085742,1138.8305578789602,1135.916859736286,1127.060206741629,1136.3659056352265
3339999999,0.8160267070036118,-19.999102511211156,-2.003680622183387,2.765979813087362,-0.029896419922989324,0.008254392069994107,-0.005948212737001409,-0.08213283826773284,0.0024894024206037844,1138.946431179862,1132.3809152153578,1129.385154695454,1136.9303035050482
3349999999,0.8448245684990082,-19.99942825052685,-2.003594318114575,2.7636782015578514,-0.03290232142707801,0.00818508379701638,-0.005179784011394926,-0.0821422887330654,0.0024763605569865484,1136.581919336564,1131.3044915962198,1130.7752747912905,1138.8654936990906
3359999999,0.8707218495683864,-19.999751273638203,-2.00352877660004,2.7628805584664256,-0.03492101026875337,0.008961468032195443,-0.004351364162917653,-0.08219607545786609,0.0026027987549108633,1135.176770716323,1130.8949182513907,1130.7063698738157,1140.9717910400918
3369999999,0.899501524079591,-20.00011893230295,-2.003433282593128,2.761826604184219,-0.036215444681401913,0.010371905904885218,-0.0033561339641282532,-0.0823619460050588,0.0028487750196945784,1135.300741979336,1131.7101707205725,1130.6416256054183,1140.4794989054124
3379999999,0.9253915620415083,-20.00046321344695,-2.003330604761257,2.7591462850491824,-0.036197753500326585,0.011001284103456702,-0.002456782086916511,-0.08253967023242917,0.003193553478153968,1135.135170548559,1134.1856602638936,1130.9993045225813,1138.3243626054266
3389999999,0.954105291165898,-20.000833148196797,-2.0032363248326095,2.7555730330425585,-0.033760816325435004,0.00825392855885473,-0.0013858578932543762,-0.08278683256127824,0.003598389023592959,1137.230620602389,1134.6773542174951,1131.1818388447566,1136.3046685641716
3399999999,0.9828416951760709,-20.00118433472095,-2.0031491771677983,2.7596439770303203,-0.03338281923157322,0.00841862314534471,-0.000310449468902848,-0.08303443830696142,0.003992072671030483,1139.695090346787,1134.4963508535634,1131.700283201815,1133.921239571364
3409999999,1.0087055801566194,-20.001489458465198,-2.003082040890222,2.7583187251385626,-0.03103312337460948,0.008293739861503658,0.0006898954223000636,-0.08318241091867376,0.004295473520890752,1140.2882227731168,1136.3056192917895,1132.6180206990293,1130.5445647624606
3419999999,1.0374389099119814,-20.001797690189363,-2.002991052351785,2.759263923761414,-0.0286267189099835,0.00992114853584811,0.0019013614411048693,-0.08320083671835969,0.004466957480287828,1142.6281712659422,1137.0922575889792,1132.3325072546618,1127.5655012213226
3429999999,1.063316360826519,-20.00206671528196,-2.0029041050745167,2.761338886245164,-0.02975824223119314,0.009695133569294969,0.003056556433575236,-0.08290233863368289,0.004502191822206996,1144.6315116183548,1136.689864007924,1130.1437720600566,1128.2389772726392
3439999999,1.0920909927500293,-20.00236119843695,-2.002813815337571,2.7631551370539564,-0.025248503720786224,0.0082837787430379,0.004401931814304945,-0.08242712072547155,0.004526842575895652,1141.4833441670698,1135.8901598764753,1130.6109441566357,1132.0905091822829
3449999999,1.1208618318317973,-20.002630450368493,-2.0027168872744694,2.763356054512977,-0.026595188743577827,0.009433171182386854,0.0056635870732224,-0.08190343551640411,0.004531880016106787,1136.1182895706957,1135.5775970917125,1133.9020996376198,1134.612699825433
3459999999,1.146761035469453,-20.00287928114601,-2.0026223726236205,2.761766391996209,-0.024055210850692534,0.009243379859584913,0.006708217829030126,-0.08142473588375417,0.004580727832365318,1132.1260495305228,1137.6176365453196,1135.6959385602654,1134.7577734494832
3469999999,1.1755169003870216,-20.003118756921513,-2.0025521043520778,2.7572440658503026,-0.02374014310506466,0.005257608252822328,0.007838474419330207,-0.08088121724658377,0.004673257823487149,1130.7434250531858,1139.2748461516583,1137.090297900843,1133.253672107184
3479999999,1.2013681400924252,-20.00332894630254,-2.002493000359227,2.755966233974242,-0.020858465385557932,0.0069003754701423,0.00876497357656638,-0.08043642670942053,0.004845247663245979,1131.3080878715075,1138.8679269872187,1137.090764940109,1132.9681388645145
3489999999,1.23009425403374,-20.003544826019045,-2.002405032698806,2.759055771640516,-0.020600894032329568,0.008539508543511813,0.009683713282820014,-0.07991243168538789,0.0051956538013654685,1132.0149276545771,1139.2828356662262,1133.7930474949935,1134.7176984522055
